30.717,26.933,1
26.246,18.89,1
18.209,20.94,1
21.74,32.097,1
22.989,15.967,1
17.437,10.419,1
39.791,21.983,1
31.278,19.607,1
18.333,30.202,1
30.197,21.211,1
18.27,15.496,1
28.069,35.539,1
19.451,20.321,1
27.653,9.6834,1
19.165,31.5,1
22.576,41.258,1
24.276,18.214,1
30.443,29.913,1
26.047,17.533,1
18.484,30.609,1
19.24,23.733,1
15.578,18.244,1
20.823,20.07,1
14.389,30.75,1
19.918,33.746,1
21.715,17.394,1
22.332,31.041,1
22.734,30.425,1
11.08,20.905,1
31.543,33.087,1
30.159,15.451,1
27.372,33.316,1
29.684,16.624,1
26.024,9.7318,1
17.755,22.596,1
37.966,13.993,1
18.768,27.93,1
20.324,29.12,1
24.394,12.381,1
13.542,28.132,1
29.4,19.33,1
30.915,27.685,1
20.448,20.716,1
32.831,25.522,1
26.29,30.793,1
21.93,36.186,1
31.03,30.315,1
34.402,28.952,1
20.541,30.722,1
26.026,17.554,1
29.844,21.305,1
21.337,20.215,1
23.014,34.893,1
34.88,25.744,1
31.362,26.567,1
16.911,18.356,1
32.361,25.503,1
31.262,15.777,1
18.167,30.736,1
35.117,28.766,1
16.728,34.416,1
30.936,11.959,1
31.002,21.843,1
30.102,19.519,1
24.034,15.133,1
37.151,28.152,1
18.757,19.831,1
11.133,17.781,1
18.728,27.18,1
19.421,19.731,1
16.893,21.001,1
30.54,15.668,1
26.616,34.795,1
25.925,31.376,1
19.366,22.024,1
25.098,31.888,1
17.013,26.584,1
14.955,21.593,1
33.774,30.564,1
26.525,12.156,1
30.256,29.115,1
32.895,30.519,1
16.951,19.208,1
33.99,15.334,1
21.45,31.625,1
33.212,23.69,1
33.721,27.622,1
35.068,26.081,1
18.852,23.58,1
30.765,30.85,1
20.029,28.833,1
22.905,10.824,1
26.249,37.589,1
22.465,11.204,1
19.48,28.674,1
14.861,29.554,1
29.375,29.547,1
31.094,25.459,1
19.652,35.275,1
37.281,28.004,1
20.999,36.188,1
27.066,30.642,1
20.078,29.871,1
