0.34729,-0.622,1
3.514,-5.1815,1
-1.9412,3.6549,1
1.4813,-1.4708,1
-0.23481,0.51578,1
1.9437,-2.9681,1
2.2505,-0.82671,1
-3.0925,1.4029,1
0.68841,0.99157,1
-1.1561,0.56244,1
0.32245,0.015172,1
1.7943,0.37258,1
-0.76952,2.3721,1
-1.377,1.1873,1
0.90941,-3.0114,1
-1.7025,2.9408,1
-2.2746,4.559,1
1.631,-3.0181,1
-0.19858,1.4943,1
1.1561,-0.90896,1
0.76086,-0.081621,1
1.2683,-0.85355,1
-1.0522,1.3354,1
-2.1576,2.0035,1
-2.0676,2.2589,1
-0.39115,3.0941,1
2.6669,-2.507,1
-0.14008,-0.24992,1
2.1572,-1.8099,1
2.5701,-2.9043,1
1.7841,-3.1531,1
-1.1461,2.5974,1
-0.0055439,-0.94551,1
-3.1583,1.9425,1
1.2361,-1.5881,1
-2.0257,2.1911,1
-2.4099,0.93024,1
-0.43133,1.2355,1
0.68087,-0.38691,1
-2.7128,3.3998,1
1.9306,-2.1647,1
-1.6897,3.1097,1
-0.18568,-3.4714,1
3.6475,-3.6508,1
0.9133,0.2999,1
1.0087,-1.0033,1
2.0544,-2.4079,1
-2.817,1.9802,1
-2.9682,1.3386,1
3.137,-2.1072,1
-0.29032,0.19044,1
-0.84059,1.3433,1
-3.0666,3.1545,1
1.3589,1.3477,1
0.084689,1.2986,1
-0.19215,0.93059,1
0.27547,-0.19031,1
-1.7314,-0.73131,1
2.995,-3.8733,1
2.8347,-1.1694,1
2.7004,-1.7886,1
1.3499,-2.88,1
-0.74008,0.33655,1
4.5089,-0.42829,1
-0.57508,0.70493,1
-2.1964,3.5008,1
-2.071,1.2733,1
1.1487,-1.3697,1
0.74667,-0.88708,1
2.3875,-4.0915,1
-0.51556,-1.4302,1
0.70816,-1.933,1
-0.30916,-1.8716,1
-1.9299,0.016893,1
0.10148,-0.1228,1
-2.2825,3.3928,1
2.702,-1.8237,1
3.4266,-0.60292,1
3.3695,-4.2487,1
0.37618,-1.4483,1
1.8443,-3.9476,1
0.6256,0.32077,1
0.28475,-0.024619,1
2.3463,-2.9447,1
1.2906,0.44668,1
-1.65,2.1929,1
-2.6019,1.0727,1
0.85304,0.71812,1
-1.8908,0.6805,1
1.1077,-1.9089,1
0.058014,-0.076753,1
1.7479,-1.7341,1
-1.3697,1.0835,1
1.9009,-0.68046,1
0.30243,2.3043,1
2.317,-2.0168,1
0.84521,1.2462,1
-0.16688,1.0663,1
-1.8562,2.1851,1
-1.5842,1.3036,1
-1.6452,1.3249,1
-2.8943,1.9459,1
-0.86075,1.2539,1
-0.17236,1.716,1
1.1068,1.1891,1
-0.10353,-0.26101,1
0.7676,-1.1168,1
0.48911,-1.595,1
0.81022,-0.49393,1
1.153,-0.79054,1
0.96014,-0.65643,1
-1.018,1.452,1
-3.9838,0.40392,1
0.40067,-1.5681,1
0.87942,-1.3322,1
-2.5947,0.94166,1
1.2803,0.15636,1
1.8095,-2.2793,1
-0.13511,-1.9332,1
-0.63103,1.7718,1
1.2313,-0.52755,1
-1.4994,1.2735,1
-3.2242,3.1155,1
-0.91084,-3.2735,1
3.1155,-3.9215,1
2.0386,0.29284,1
-2.2947,1.5875,1
0.71148,-3.2396,1
-0.97665,2.0921,1
1.2784,-2.3751,1
-0.84247,2.2435,1
0.32773,0.5213,1
-1.7238,0.35247,1
-0.21083,0.91631,1
3.1178,-2.3076,1
2.7091,-2.1966,1
-0.71874,-1.115,1
0.30111,1.6429,1
-1.0319,-2.6315,1
-0.45814,-0.78641,1
-1.8962,2.585,1
1.1154,-3.9628,1
2.2986,1.1405,1
1.5861,-1.0371,1
-2.9392,3.7703,1
1.1279,-1.0681,1
-0.86711,-0.62248,1
-0.27838,-0.42055,1
-0.60482,1.6274,1
-6.4203,5.2994,1
2.4109,-4.3173,1
-2.1133,2.4365,1
-4.5611,2.4359,1
1.5991,-2.6907,1
-1.0053,0.65969,1
-1.7182,1.1746,1
-0.43504,-0.69476,1
3.1654,-2.4639,1
2.1245,-1.4746,1
-0.66392,3.1989,1
-2.2129,3.2262,1
-0.72358,-0.65657,1
-4.8386,4.8705,1
3.0799,-2.9589,1
1.8341,-1.5279,1
0.45246,0.63809,1
-2.0661,0.53762,1
-2.7926,1.6502,1
1.2086,0.83132,1
-1.5388,3.9506,1
1.0229,-0.94538,1
-0.49556,-2.2011,1
2.5708,-3.4162,1
-0.65671,0.19949,1
0.59354,-2.1979,1
-2.1731,2.8134,1
1.4857,-2.4608,1
0.43504,-1.2535,1
-1.6649,0.61076,1
-0.65182,-0.055997,1
0.9892,0.048732,1
0.65426,0.78426,1
-1.1735,1.1093,1
-1.1885,0.84204,1
2.4567,-2.3302,1
0.24023,0.086733,1
1.3759,-1.9753,1
-1.2537,1.1831,1
3.1873,-1.8996,1
-3.3659,-0.13224,1
